year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",01-Mar,Individual,Bengt I. Samuelsson,21/05/1934,Halmstad,Sweden,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,SWE
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",01-Mar,Individual,John R. Vane,29/03/1927,Tardebigg,United Kingdom,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,GBR
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",01-Mar,Individual,Sune K. Bergström,10/01/1916,Stockholm,Sweden,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,SWE
1982,Peace,The Nobel Peace Prize 1982,NA,01-Feb,Individual,Alfonso García Robles,20/03/1911,Zamora,Mexico,Mexico,Male,NA,NA,NA,MEX
1982,Peace,The Nobel Peace Prize 1982,NA,01-Feb,Individual,Alva Myrdal,31/01/1902,Uppsala,Sweden,Sweden,Female,NA,NA,NA,SWE
1982,Physics,The Nobel Prize in Physics 1982,"""for his theory for critical phenomena in connection with phase transitions""",01-Jan,Individual,Kenneth G. Wilson,08/06/1936,"Waltham, MA",United States of America,United States of America,Male,Cornell University,"Ithaca, NY",United States of America,USA
1983,Chemistry,The Nobel Prize in Chemistry 1983,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",01-Jan,Individual,Henry Taube,30/11/1915,Neudorf,Canada,Canada,Male,Stanford University,"Stanford, CA",United States of America,CAN
1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",01-Jan,Individual,Gerard Debreu,04/07/1921,Calais,France,France,Male,University of California,"Berkeley, CA",United States of America,FRA
1983,Literature,The Nobel Prize in Literature 1983,"""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",01-Jan,Individual,William Golding,19/09/1911,St. Columb Minor,United Kingdom,United Kingdom,Male,NA,NA,NA,GBR
1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,"""for her discovery of mobile genetic elements""",01-Jan,Individual,Barbara McClintock,16/06/1902,"Hartford, CT",United States of America,United States of America,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America,USA
1983,Peace,The Nobel Peace Prize 1983,NA,01-Jan,Individual,Lech Walesa,29/09/1943,Popowo,Poland,Poland,Male,NA,NA,NA,POL
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",01-Feb,Individual,Subramanyan Chandrasekhar,19/10/1910,Lahore,India (Pakistan),Pakistan,Male,University of Chicago,"Chicago, IL",United States of America,PAK
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",01-Feb,Individual,William Alfred Fowler,09/08/1911,"Pittsburgh, PA",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1984,Chemistry,The Nobel Prize in Chemistry 1984,"""for his development of methodology for chemical synthesis on a solid matrix""",01-Jan,Individual,Robert Bruce Merrifield,15/07/1921,"Fort Worth, TX",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America,USA
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",01-Jan,Individual,Richard Stone,30/08/1913,London,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1984,Literature,The Nobel Prize in Literature 1984,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",01-Jan,Individual,Jaroslav Seifert,23/09/1901,Prague,Austria-Hungary (Czech Republic),Czech Republic,Male,NA,NA,NA,CZE
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",01-Mar,Individual,César Milstein,08/10/1927,Bahia Blanca,Argentina,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,ARG
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",01-Mar,Individual,Georges J.F. Köhler,17/04/1946,Munich,Germany,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,DEU
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",01-Mar,Individual,Niels K. Jerne,23/12/1911,London,United Kingdom,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,GBR
1984,Peace,The Nobel Peace Prize 1984,NA,01-Jan,Individual,Desmond Mpilo Tutu,07/10/1931,Klerksdorp,South Africa,South Africa,Male,NA,NA,NA,ZAF
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",01-Feb,Individual,Carlo Rubbia,31/03/1934,Gorizia,Italy,Italy,Male,CERN,Geneva,Switzerland,ITA
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",01-Feb,Individual,Simon van der Meer,24/11/1925,the Hague,Netherlands,Netherlands,Male,CERN,Geneva,Switzerland,NLD
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",01-Feb,Individual,Herbert A. Hauptman,14/02/1917,"New York, NY",United States of America,United States of America,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America,USA
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",01-Feb,Individual,Jerome Karle,18/06/1918,"New York, NY",United States of America,United States of America,Male,US Naval Research Laboratory,"Washington, DC",United States of America,USA
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,"""for his pioneering analyses of saving and of financial markets""",01-Jan,Individual,Franco Modigliani,18/06/1918,Rome,Italy,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,ITA
1985,Literature,The Nobel Prize in Literature 1985,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",01-Jan,Individual,Claude Simon,10/10/1913,Tananarive (Antananarivo),Madagascar,Madagascar,Male,NA,NA,NA,MDG
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",01-Feb,Individual,Joseph L. Goldstein,18/04/1940,"Sumter, SC",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",01-Feb,Individual,Michael S. Brown,13/04/1941,"New York, NY",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
1985,Peace,The Nobel Peace Prize 1985,NA,01-Jan,Organization,International Physicians for the Prevention of Nuclear War,NA,NA,NA,NA,NA,NA,NA,NA,
1985,Physics,The Nobel Prize in Physics 1985,"""for the discovery of the quantized Hall effect""",01-Jan,Individual,Klaus von Klitzing,28/06/1943,Schroda,German-occupied Poland (Poland),Poland,Male,Max-Planck-Institut,Stuttgart,Germany,POL
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",01-Mar,Individual,Dudley R. Herschbach,18/06/1932,"San José, CA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",01-Mar,Individual,John C. Polanyi,23/01/1929,Berlin,Germany,Germany,Male,University of Toronto,Toronto,Canada,DEU
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",01-Mar,Individual,Yuan T. Lee,19/11/1936,Hsinchu,Taiwan,Taiwan,Male,University of California,"Berkeley, CA",United States of America,SYR
1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",01-Jan,Individual,James M. Buchanan Jr.,03/10/1919,"Murfreesboro, TN",United States of America,United States of America,Male,Center for Study of Public Choice,"Fairfax, VA",United States of America,USA
1986,Literature,The Nobel Prize in Literature 1986,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",01-Jan,Individual,Wole Soyinka,13/07/1934,Abeokuta,Nigeria,Nigeria,Male,NA,NA,NA,NGA
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",01-Feb,Individual,Rita Levi-Montalcini,22/04/1909,Turin,Italy,Italy,Female,Institute of Cell Biology of the C.N.R.,Rome,Italy,ITA
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",01-Feb,Individual,Stanley Cohen,17/11/1922,"Brooklyn, NY",United States of America,United States of America,Male,Vanderbilt University,"Nashville, TN",United States of America,USA
1986,Peace,The Nobel Peace Prize 1986,NA,01-Jan,Individual,Elie Wiesel,30/09/1928,Sighet,Romania,Romania,Male,NA,NA,NA,ROU
1986,Physics,The Nobel Prize in Physics 1986,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",01-Feb,Individual,Ernst Ruska,25/12/1906,Heidelberg,Germany,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,DEU
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",01-Apr,Individual,Gerd Binnig,20/07/1947,Frankfurt-on-the-Main,West Germany (Germany),Germany,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,DEU
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",01-Apr,Individual,Heinrich Rohrer,06/06/1933,Buchs,Switzerland,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,CHE
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,Individual,Charles J. Pedersen,03/10/1904,Pusan,Korea (South Korea),Korea (South Korea),Male,Du Pont,"Wilmington, DE",United States of America,KOR
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,Individual,Donald J. Cram,22/04/1919,"Chester, VT",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,Individual,Jean-Marie Lehn,30/09/1939,Rosheim,France,France,Male,Université Louis Pasteur,Strasbourg,France,FRA
1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,"""for his contributions to the theory of economic growth""",01-Jan,Individual,Robert M. Solow,23/08/1924,"Brooklyn, NY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1987,Literature,The Nobel Prize in Literature 1987,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",01-Jan,Individual,Joseph Brodsky,24/05/1940,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Russia,Male,NA,NA,NA,RUS
1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,"""for his discovery of the genetic principle for generation of antibody diversity""",01-Jan,Individual,Susumu Tonegawa,06/09/1939,Nagoya,Japan,Japan,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,JPN
1987,Peace,The Nobel Peace Prize 1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",01-Jan,Individual,Oscar Arias Sánchez,13/09/1941,Heredia,Costa Rica,Costa Rica,Male,NA,NA,NA,CRI
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",01-Feb,Individual,J. Georg Bednorz,16/05/1950,Neuenkirchen,West Germany (Germany),Germany,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,DEU
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",01-Feb,Individual,K. Alexander Müller,20/04/1927,Basel,Switzerland,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,CHE
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,Individual,Hartmut Michel,18/07/1948,Ludwigsburg,West Germany (Germany),Germany,Male,Max-Planck-Institut,Frankfurt-on-the-Main,Germany,DEU
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,Individual,Johann Deisenhofer,30/09/1943,Zusamaltheim,Germany,Germany,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,DEU
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,Individual,Robert Huber,20/02/1937,Munich,Germany,Germany,Male,Max-Planck-Institut,Martinsried,Germany,DEU
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",01-Jan,Individual,Maurice Allais,31/05/1911,Paris,France,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France,FRA
1988,Literature,The Nobel Prize in Literature 1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",01-Jan,Individual,Naguib Mahfouz,11/12/1911,Cairo,Egypt,Egypt,Male,NA,NA,NA,EGY
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",01-Mar,Individual,George H. Hitchings,18/04/1905,"Hoquiam, WA",United States of America,United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,USA
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",01-Mar,Individual,Gertrude B. Elion,23/01/1918,"New York, NY",United States of America,United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,USA
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",01-Mar,Individual,Sir James W. Black,14/06/1924,Uddingston,Scotland,United Kingdom,Male,London University,London,United Kingdom,GBR
1988,Peace,The Nobel Peace Prize 1988,NA,01-Jan,Organization,United Nations Peacekeeping Forces,NA,NA,NA,NA,NA,NA,NA,NA,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",01-Mar,Individual,Jack Steinberger,25/05/1921,Bad Kissingen,Germany,Germany,Male,CERN,Geneva,Switzerland,DEU
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",01-Mar,Individual,Leon M. Lederman,15/07/1922,"New York, NY",United States of America,United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,USA
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",01-Mar,Individual,Melvin Schwartz,02/11/1932,"New York, NY",United States of America,United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,USA
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",01-Feb,Individual,Sidney Altman,07/05/1939,Montreal,Canada,Canada,Male,Yale University,"New Haven, CT",United States of America,CAN
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",01-Feb,Individual,Thomas R. Cech,08/12/1947,"Chicago, IL",United States of America,United States of America,Male,University of Colorado,"Boulder, CO",United States of America,USA
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",01-Jan,Individual,Trygve Haavelmo,13/12/1911,Skedsmo,Norway,Norway,Male,University of Oslo,Oslo,Norway,NOR
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",01-Jan,Individual,Camilo José Cela,11/05/1916,Iria Flavia,Spain,Spain,Male,NA,NA,NA,ESP
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",01-Feb,Individual,Harold E. Varmus,18/12/1939,"Oceanside, NY",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",01-Feb,Individual,J. Michael Bishop,22/02/1936,"York, PA",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA
1989,Peace,The Nobel Peace Prize 1989,NA,01-Jan,Organization,The 14th Dalai Lama (Tenzin Gyatso),06/07/1935,Taktser,Tibet (People's Republic of China),China,Male,NA,NA,NA,CHN
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",01-Apr,Individual,Hans G. Dehmelt,09/09/1922,Görlitz,Prussia (Germany),Germany,Male,University of Washington,"Seattle, WA",United States of America,DEU
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",01-Feb,Individual,Norman F. Ramsey,27/08/1915,"Washington, DC",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",01-Apr,Individual,Wolfgang Paul,10/08/1913,Lorenzkirch,Germany,Germany,Male,University of Bonn,Bonn,Germany,DEU
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",01-Jan,Individual,Elias James Corey,12/07/1928,"Methuen, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",01-Mar,Individual,Harry M. Markowitz,24/08/1927,"Chicago, IL",United States of America,United States of America,Male,City University of New York,"New York, NY",United States of America,USA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",01-Mar,Individual,Merton H. Miller,16/05/1923,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",01-Mar,Individual,William F. Sharpe,16/06/1934,"Boston, MA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",01-Jan,Individual,Octavio Paz,31/03/1914,Mexico City,Mexico,Mexico,Male,NA,NA,NA,MEX
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",01-Feb,Individual,E. Donnall Thomas,15/03/1920,"Mart, TX",United States of America,United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,USA
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",01-Feb,Individual,Joseph E. Murray,01/04/1919,"Milford, MA",United States of America,United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,USA
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",01-Jan,Individual,Mikhail Sergeyevich Gorbachev,02/03/1931,Privolnoye,Union of Soviet Socialist Republics (Russia),Russia,Male,NA,NA,NA,RUS
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",01-Mar,Individual,Henry W. Kendall,09/12/1926,"Boston, MA",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",01-Mar,Individual,Jerome I. Friedman,28/03/1930,"Chicago, IL",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",01-Mar,Individual,Richard E. Taylor,02/11/1929,"Medicine Hat, Alberta",Canada,Canada,Male,Stanford University,"Stanford, CA",United States of America,CAN
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",01-Jan,Individual,Richard R. Ernst,14/08/1933,Winterthur,Switzerland,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,CHE
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",01-Jan,Individual,Ronald H. Coase,29/12/1910,Willesden,United Kingdom,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,GBR
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",01-Jan,Individual,Nadine Gordimer,20/11/1923,Springs,South Africa,South Africa,Female,NA,NA,NA,ZAF
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",01-Feb,Individual,Bert Sakmann,12/06/1942,Stuttgart,Germany,Germany,Male,Max-Planck-Institut,Heidelberg,Germany,DEU
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",01-Feb,Individual,Erwin Neher,20/03/1944,Landsberg,Germany,Germany,Male,Max-Planck-Institut,Göttingen,Germany,DEU
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",01-Jan,Organization,Aung San Suu Kyi,19/06/1945,Rangoon (Yangon),Burma (Myanmar),Myanmar,Female,NA,NA,NA,MMR
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",01-Jan,Individual,Pierre-Gilles de Gennes,24/10/1932,Paris,France,France,Male,Collège de France,Paris,France,FRA
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",01-Jan,Individual,Rudolph A. Marcus,21/07/1923,Montreal,Canada,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,CAN
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",01-Jan,Individual,Gary S. Becker,02/12/1930,"Pottsville, PA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",01-Jan,Individual,Derek Walcott,23/01/1930,Castries,Saint Lucia,Saint Lucia,Male,NA,NA,NA,LCA
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",01-Feb,Individual,Edmond H. Fischer,06/04/1920,Shanghai,China,China,Male,University of Washington,"Seattle, WA",United States of America,CHN
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",01-Feb,Individual,Edwin G. Krebs,06/06/1918,"Lansing, IA",United States of America,United States of America,Male,University of Washington,"Seattle, WA",United States of America,USA
1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",01-Jan,Individual,Rigoberta Menchú Tum,09/01/1959,Aldea Chimel,Guatemala,Guatemala,Female,NA,NA,NA,GTM
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",01-Jan,Individual,Georges Charpak,01/08/1924,Dabrovica,Poland,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,POL
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",01-Feb,Individual,Kary B. Mullis,28/12/1944,"Lenoir, NC",United States of America,United States of America,Male,NA,"La Jolla, CA",United States of America,USA
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",01-Feb,Individual,Michael Smith,26/04/1932,Blackpool,United Kingdom,United Kingdom,Male,University of British Columbia,Vancouver,Canada,GBR
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",01-Feb,Individual,Douglass C. North,05/11/1920,"Cambridge, MA",United States of America,United States of America,Male,Washington University,"St. Louis, MO",United States of America,USA
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",01-Feb,Individual,Robert W. Fogel,01/07/1927,"New York, NY",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1993,Literature,The Nobel Prize in Literature 1993,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",01-Jan,Individual,Toni Morrison,18/02/1931,"Lorain, OH",United States of America,United States of America,Female,NA,NA,NA,USA
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",01-Feb,Individual,Phillip A. Sharp,06/06/1944,"Falmouth, KY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",01-Feb,Individual,Richard J. Roberts,06/09/1943,Derby,United Kingdom,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,GBR
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",01-Feb,Individual,Frederik Willem de Klerk,18/03/1936,Johannesburg,South Africa,South Africa,Male,NA,NA,NA,ZAF
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",01-Feb,Individual,Nelson Mandela,18/07/1918,Qunu,South Africa,South Africa,Male,NA,NA,NA,ZAF
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",01-Feb,Individual,Joseph H. Taylor Jr.,29/03/1941,"Philadelphia, PA",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
